PROVINCIAS,MES,CERO,B,C,ECO,Sin_distintivo,Se_desconoce,ANNO,VEHICULO,MES_ANNO
León,10,0,0,47,0,0,1,2018,Moto,10/2018
León,11,0,0,46,0,0,1,2018,Moto,11/2018
León,12,0,0,48,0,0,1,2018,Moto,12/2018
Lleida,1,0,0,78,0,0,1,2018,Moto,1/2018
Lleida,2,0,0,83,0,0,1,2018,Moto,2/2018
Lleida,3,0,0,95,0,0,1,2018,Moto,3/2018
Lleida,4,0,0,90,0,0,1,2018,Moto,4/2018
Lleida,5,0,0,104,0,0,2,2018,Moto,5/2018
Lleida,6,0,0,108,0,0,2,2018,Moto,6/2018
Lleida,7,0,0,101,0,0,2,2018,Moto,7/2018
Lleida,8,0,0,82,0,0,1,2018,Moto,8/2018
Lleida,9,0,0,60,0,0,1,2018,Moto,9/2018
Lleida,10,0,0,75,0,0,1,2018,Moto,10/2018
Lleida,11,0,0,73,0,0,1,2018,Moto,11/2018
Lleida,12,0,0,76,0,0,1,2018,Moto,12/2018
Rioja (La),1,0,0,42,0,0,1,2018,Moto,1/2018
Rioja (La),2,0,0,45,0,0,1,2018,Moto,2/2018
Rioja (La),3,0,0,52,0,0,1,2018,Moto,3/2018
Rioja (La),4,0,0,49,0,0,1,2018,Moto,4/2018
Rioja (La),5,0,0,56,0,0,1,2018,Moto,5/2018
Rioja (La),6,0,0,58,0,0,1,2018,Moto,6/2018
Rioja (La),7,0,0,54,0,0,1,2018,Moto,7/2018
Rioja (La),8,0,0,44,0,0,1,2018,Moto,8/2018
Rioja (La),9,0,0,33,0,0,1,2018,Moto,9/2018
Rioja (La),10,0,0,41,0,0,1,2018,Moto,10/2018
Rioja (La),11,0,0,40,0,0,1,2018,Moto,11/2018
Rioja (La),12,0,0,41,0,0,1,2018,Moto,12/2018
Lugo,1,0,0,23,0,0,0,2018,Moto,1/2018
Lugo,2,0,0,24,0,0,0,2018,Moto,2/2018
Lugo,3,0,1,28,0,0,0,2018,Moto,3/2018
Lugo,4,0,1,26,0,0,0,2018,Moto,4/2018
Lugo,5,0,1,30,0,0,0,2018,Moto,5/2018
Lugo,6,0,1,32,0,0,0,2018,Moto,6/2018
Lugo,7,0,1,29,0,0,0,2018,Moto,7/2018
Lugo,8,0,0,24,0,0,0,2018,Moto,8/2018
Lugo,9,0,0,18,0,0,0,2018,Moto,9/2018
Lugo,10,0,0,22,0,0,0,2018,Moto,10/2018
Lugo,11,0,0,21,0,0,0,2018,Moto,11/2018
Lugo,12,0,0,22,0,0,0,2018,Moto,12/2018
Madrid,1,181,4,1910,2,5,29,2018,Moto,1/2018
Madrid,2,192,5,2025,2,5,31,2018,Moto,2/2018
Madrid,3,221,5,2328,2,6,35,2018,Moto,3/2018
Madrid,4,208,5,2190,2,6,33,2018,Moto,4/2018
Madrid,5,240,6,2525,2,6,38,2018,Moto,5/2018
Madrid,6,249,6,2625,3,7,40,2018,Moto,6/2018
Madrid,7,233,6,2453,2,6,37,2018,Moto,7/2018
Madrid,8,189,5,1990,2,5,30,2018,Moto,8/2018
Madrid,9,140,3,1475,1,4,22,2018,Moto,9/2018
Madrid,10,173,4,1825,2,5,28,2018,Moto,10/2018
Madrid,11,170,4,1788,2,5,27,2018,Moto,11/2018
Madrid,12,177,4,1863,2,5,28,2018,Moto,12/2018
Málaga,1,5,3,739,0,4,4,2018,Moto,1/2018
Málaga,2,5,3,784,0,4,5,2018,Moto,2/2018
Málaga,3,6,3,901,0,5,5,2018,Moto,3/2018
Málaga,4,6,3,848,0,5,5,2018,Moto,4/2018
Málaga,5,7,4,977,0,5,6,2018,Moto,5/2018
Málaga,6,7,4,1016,0,5,6,2018,Moto,6/2018
Málaga,7,6,4,949,0,5,6,2018,Moto,7/2018
Málaga,8,5,3,770,0,4,5,2018,Moto,8/2018
Málaga,9,4,2,571,0,3,3,2018,Moto,9/2018
Málaga,10,5,3,706,0,4,4,2018,Moto,10/2018
Málaga,11,5,3,692,0,4,4,2018,Moto,11/2018
Málaga,12,5,3,721,0,4,4,2018,Moto,12/2018
Murcia,1,0,2,351,0,4,5,2018,Moto,1/2018
Murcia,2,0,2,372,0,4,5,2018,Moto,2/2018
Murcia,3,0,2,428,1,4,6,2018,Moto,3/2018
Murcia,4,0,2,402,1,4,6,2018,Moto,4/2018
Murcia,5,0,2,464,1,5,7,2018,Moto,5/2018
Murcia,6,0,2,482,1,5,7,2018,Moto,6/2018
Murcia,7,0,2,450,1,5,7,2018,Moto,7/2018
Murcia,8,0,2,366,0,4,5,2018,Moto,8/2018
Murcia,9,0,1,271,0,3,4,2018,Moto,9/2018
Murcia,10,0,2,335,0,4,5,2018,Moto,10/2018
Murcia,11,0,2,328,0,3,5,2018,Moto,11/2018
Murcia,12,0,2,342,0,4,5,2018,Moto,12/2018
Navarra,1,0,0,88,0,1,1,2018,Moto,1/2018
Navarra,2,0,0,93,0,1,2,2018,Moto,2/2018
Navarra,3,0,0,107,0,1,2,2018,Moto,3/2018
Navarra,4,0,0,101,0,1,2,2018,Moto,4/2018
Navarra,5,0,0,116,0,1,2,2018,Moto,5/2018
Navarra,6,0,0,121,0,1,2,2018,Moto,6/2018
Navarra,7,0,0,113,0,1,2,2018,Moto,7/2018
Navarra,8,0,0,92,0,1,2,2018,Moto,8/2018
Navarra,9,0,0,68,0,0,1,2018,Moto,9/2018
Navarra,10,0,0,84,0,1,1,2018,Moto,10/2018
Navarra,11,0,0,82,0,1,1,2018,Moto,11/2018
Navarra,12,0,0,86,0,1,1,2018,Moto,12/2018
Ourense,1,0,0,22,0,1,1,2018,Moto,1/2018
Ourense,2,0,0,23,0,1,1,2018,Moto,2/2018
Ourense,3,0,1,27,0,1,1,2018,Moto,3/2018
Ourense,4,0,1,25,0,1,1,2018,Moto,4/2018
Ourense,5,0,1,29,0,1,1,2018,Moto,5/2018
Ourense,6,0,1,30,0,1,1,2018,Moto,6/2018
Ourense,7,0,1,28,0,1,1,2018,Moto,7/2018
Ourense,8,0,0,23,0,1,1,2018,Moto,8/2018
Ourense,9,0,0,17,0,1,1,2018,Moto,9/2018
Ourense,10,0,0,21,0,1,1,2018,Moto,10/2018
Ourense,11,0,0,21,0,1,1,2018,Moto,11/2018
Ourense,12,0,0,22,0,1,1,2018,Moto,12/2018
Asturias,1,1,0,145,0,1,2,2018,Moto,1/2018
Asturias,2,1,0,153,0,1,2,2018,Moto,2/2018
Asturias,3,1,0,176,0,1,2,2018,Moto,3/2018
Asturias,4,1,0,166,0,1,2,2018,Moto,4/2018
Asturias,5,1,0,191,0,1,3,2018,Moto,5/2018
Asturias,6,1,0,199,0,1,3,2018,Moto,6/2018
Asturias,7,1,0,186,0,1,3,2018,Moto,7/2018
Asturias,8,1,0,151,0,1,2,2018,Moto,8/2018
Asturias,9,0,0,112,0,1,2,2018,Moto,9/2018
Asturias,10,1,0,138,0,1,2,2018,Moto,10/2018
Asturias,11,1,0,135,0,1,2,2018,Moto,11/2018
Asturias,12,1,0,141,0,1,2,2018,Moto,12/2018
Palencia,1,0,0,10,0,0,0,2018,Moto,1/2018
Palencia,2,0,0,10,0,0,0,2018,Moto,2/2018
Palencia,3,0,0,12,0,0,0,2018,Moto,3/2018
Palencia,4,0,0,11,0,0,0,2018,Moto,4/2018
Palencia,5,0,0,13,0,0,0,2018,Moto,5/2018
Palencia,6,0,0,13,0,0,0,2018,Moto,6/2018
Palencia,7,0,0,13,0,0,0,2018,Moto,7/2018
Palencia,8,0,0,10,0,0,0,2018,Moto,8/2018
Palencia,9,0,0,8,0,0,0,2018,Moto,9/2018
Palencia,10,0,0,9,0,0,0,2018,Moto,10/2018
Palencia,11,0,0,9,0,0,0,2018,Moto,11/2018
Palencia,12,0,0,10,0,0,0,2018,Moto,12/2018
Palmas (Las),1,5,1,272,0,2,1,2018,Moto,1/2018
Palmas (Las),2,6,1,288,0,2,1,2018,Moto,2/2018
Palmas (Las),3,7,1,331,0,2,1,2018,Moto,3/2018
Palmas (Las),4,6,1,312,0,2,1,2018,Moto,4/2018
Palmas (Las),5,7,1,359,0,3,1,2018,Moto,5/2018
Palmas (Las),6,7,1,374,0,3,1,2018,Moto,6/2018
Palmas (Las),7,7,1,349,0,3,1,2018,Moto,7/2018
Palmas (Las),8,6,1,283,0,2,1,2018,Moto,8/2018
Palmas (Las),9,4,0,210,0,2,1,2018,Moto,9/2018
Palmas (Las),10,5,1,260,0,2,1,2018,Moto,10/2018
Palmas (Las),11,5,1,254,0,2,1,2018,Moto,11/2018
Palmas (Las),12,5,1,265,0,2,1,2018,Moto,12/2018
Pontevedra,1,1,0,195,0,2,2,2018,Moto,1/2018
Pontevedra,2,2,0,207,0,2,2,2018,Moto,2/2018
Pontevedra,3,2,0,237,0,2,2,2018,Moto,3/2018
Pontevedra,4,2,0,223,0,2,2,2018,Moto,4/2018
Pontevedra,5,2,0,258,0,2,2,2018,Moto,5/2018
Pontevedra,6,2,0,268,0,2,2,2018,Moto,6/2018
Pontevedra,7,2,0,250,0,2,2,2018,Moto,7/2018
Pontevedra,8,2,0,203,0,2,2,2018,Moto,8/2018
Pontevedra,9,1,0,151,0,1,1,2018,Moto,9/2018
Pontevedra,10,1,0,186,0,2,2,2018,Moto,10/2018
Pontevedra,11,1,0,182,0,2,2,2018,Moto,11/2018
Pontevedra,12,1,0,190,0,2,2,2018,Moto,12/2018
Salamanca,1,0,0,35,0,0,0,2018,Moto,1/2018
Salamanca,2,0,0,37,0,0,0,2018,Moto,2/2018
Salamanca,3,0,0,42,0,0,0,2018,Moto,3/2018
Salamanca,4,0,0,40,0,0,0,2018,Moto,4/2018
Salamanca,5,0,0,46,0,0,0,2018,Moto,5/2018
Salamanca,6,0,0,48,0,0,0,2018,Moto,6/2018
Salamanca,7,0,0,45,0,0,0,2018,Moto,7/2018
Salamanca,8,0,0,36,0,0,0,2018,Moto,8/2018
Salamanca,9,0,0,27,0,0,0,2018,Moto,9/2018
Salamanca,10,0,0,33,0,0,0,2018,Moto,10/2018
Salamanca,11,0,0,33,0,0,0,2018,Moto,11/2018
Salamanca,12,0,0,34,0,0,0,2018,Moto,12/2018
Santa Cruz de Tenerife,1,1,2,322,0,3,1,2018,Moto,1/2018
Santa Cruz de Tenerife,2,1,3,341,0,3,1,2018,Moto,2/2018
Santa Cruz de Tenerife,3,1,3,392,0,3,1,2018,Moto,3/2018
Santa Cruz de Tenerife,4,1,3,369,0,3,1,2018,Moto,4/2018
Santa Cruz de Tenerife,5,1,3,426,0,3,2,2018,Moto,5/2018
Santa Cruz de Tenerife,6,1,3,442,0,3,2,2018,Moto,6/2018
Santa Cruz de Tenerife,7,1,3,413,0,3,1,2018,Moto,7/2018
Santa Cruz de Tenerife,8,1,3,335,0,3,1,2018,Moto,8/2018
Santa Cruz de Tenerife,9,1,2,249,0,2,1,2018,Moto,9/2018
Santa Cruz de Tenerife,10,1,2,308,0,2,1,2018,Moto,10/2018
Santa Cruz de Tenerife,11,1,2,301,0,2,1,2018,Moto,11/2018
Santa Cruz de Tenerife,12,1,2,314,0,2,1,2018,Moto,12/2018
Cantabria,1,0,0,106,0,1,2,2018,Moto,1/2018
Cantabria,2,0,0,112,0,1,2,2018,Moto,2/2018
Cantabria,3,0,0,129,0,1,3,2018,Moto,3/2018
Cantabria,4,0,0,121,0,1,3,2018,Moto,4/2018
Cantabria,5,0,0,140,0,1,3,2018,Moto,5/2018
Cantabria,6,0,0,146,0,1,3,2018,Moto,6/2018
Cantabria,7,0,0,136,0,1,3,2018,Moto,7/2018
Cantabria,8,0,0,110,0,1,2,2018,Moto,8/2018
Cantabria,9,0,0,82,0,0,2,2018,Moto,9/2018
Cantabria,10,0,0,101,0,1,2,2018,Moto,10/2018
Cantabria,11,0,0,99,0,1,2,2018,Moto,11/2018
Cantabria,12,0,0,103,0,1,2,2018,Moto,12/2018
Segovia,1,0,0,9,0,0,0,2018,Moto,1/2018
Segovia,2,0,0,10,0,0,0,2018,Moto,2/2018
Segovia,3,0,0,11,0,0,0,2018,Moto,3/2018
Segovia,4,0,0,11,0,0,0,2018,Moto,4/2018
Segovia,5,0,0,12,0,0,0,2018,Moto,5/2018
Segovia,6,0,0,13,0,0,0,2018,Moto,6/2018
Segovia,7,0,0,12,0,0,0,2018,Moto,7/2018
Segovia,8,0,0,10,0,0,0,2018,Moto,8/2018
Segovia,9,0,0,7,0,0,0,2018,Moto,9/2018
Segovia,10,0,0,9,0,0,0,2018,Moto,10/2018
Segovia,11,0,0,9,0,0,0,2018,Moto,11/2018
Segovia,12,0,0,9,0,0,0,2018,Moto,12/2018
Sevilla,1,2,0,429,0,1,3,2018,Moto,1/2018
Sevilla,2,2,0,455,0,1,4,2018,Moto,2/2018
Sevilla,3,2,0,523,0,1,4,2018,Moto,3/2018
Sevilla,4,2,0,492,0,1,4,2018,Moto,4/2018
Sevilla,5,3,1,568,1,1,5,2018,Moto,5/2018
Sevilla,6,3,1,590,1,1,5,2018,Moto,6/2018
Sevilla,7,3,0,551,0,1,4,2018,Moto,7/2018
Sevilla,8,2,0,447,0,1,4,2018,Moto,8/2018
Sevilla,9,2,0,332,0,1,3,2018,Moto,9/2018
Sevilla,10,2,0,410,0,1,3,2018,Moto,10/2018
Sevilla,11,2,0,402,0,1,3,2018,Moto,11/2018
Sevilla,12,2,0,419,0,1,3,2018,Moto,12/2018
Soria,1,0,0,9,0,0,0,2018,Moto,1/2018
Soria,2,0,0,10,0,0,0,2018,Moto,2/2018
Soria,3,0,0,12,0,0,0,2018,Moto,3/2018
Soria,4,0,0,11,0,0,0,2018,Moto,4/2018
Soria,5,0,0,13,0,0,0,2018,Moto,5/2018
Soria,6,0,0,13,0,0,0,2018,Moto,6/2018
Soria,7,0,0,12,0,0,0,2018,Moto,7/2018
Soria,8,0,0,10,0,0,0,2018,Moto,8/2018
Soria,9,0,0,7,0,0,0,2018,Moto,9/2018
Soria,10,0,0,9,0,0,0,2018,Moto,10/2018
Soria,11,0,0,9,0,0,0,2018,Moto,11/2018
Soria,12,0,0,9,0,0,0,2018,Moto,12/2018
Tarragona,1,5,1,215,0,1,2,2018,Moto,1/2018
Tarragona,2,5,1,228,0,1,2,2018,Moto,2/2018
Tarragona,3,6,1,262,0,1,2,2018,Moto,3/2018
Tarragona,4,5,1,246,0,1,2,2018,Moto,4/2018
Tarragona,5,6,1,284,0,1,2,2018,Moto,5/2018
Tarragona,6,6,1,295,0,1,2,2018,Moto,6/2018
Tarragona,7,6,1,276,0,1,2,2018,Moto,7/2018
Tarragona,8,5,1,224,0,1,2,2018,Moto,8/2018
Tarragona,9,4,0,166,0,1,1,2018,Moto,9/2018
Tarragona,10,4,1,205,0,1,2,2018,Moto,10/2018
Tarragona,11,4,1,201,0,1,2,2018,Moto,11/2018
Tarragona,12,4,1,209,0,1,2,2018,Moto,12/2018
Teruel,1,0,0,13,0,0,0,2018,Moto,1/2018
Teruel,2,0,0,14,0,0,0,2018,Moto,2/2018
Teruel,3,0,0,16,0,0,0,2018,Moto,3/2018
Teruel,4,0,0,15,0,0,0,2018,Moto,4/2018
Teruel,5,0,0,18,0,0,0,2018,Moto,5/2018
Teruel,6,0,0,18,0,0,0,2018,Moto,6/2018
Teruel,7,0,0,17,0,0,0,2018,Moto,7/2018
Teruel,8,0,0,14,0,0,0,2018,Moto,8/2018
Teruel,9,0,0,10,0,0,0,2018,Moto,9/2018
Teruel,10,0,0,13,0,0,0,2018,Moto,10/2018
Teruel,11,0,0,13,0,0,0,2018,Moto,11/2018
Teruel,12,0,0,13,0,0,0,2018,Moto,12/2018
Toledo,1,1,0,125,0,1,2,2018,Moto,1/2018
Toledo,2,1,0,132,0,1,2,2018,Moto,2/2018
Toledo,3,1,0,152,0,1,2,2018,Moto,3/2018
Toledo,4,1,0,143,0,1,2,2018,Moto,4/2018
Toledo,5,1,0,165,0,1,2,2018,Moto,5/2018
Toledo,6,1,0,171,0,1,3,2018,Moto,6/2018
Toledo,7,1,0,160,0,1,2,2018,Moto,7/2018
Toledo,8,1,0,130,0,1,2,2018,Moto,8/2018
Toledo,9,1,0,96,0,0,1,2018,Moto,9/2018
Toledo,10,1,0,119,0,1,2,2018,Moto,10/2018
Toledo,11,1,0,117,0,1,2,2018,Moto,11/2018
Toledo,12,1,0,121,0,1,2,2018,Moto,12/2018
Valencia/València,1,12,2,668,0,4,7,2018,Moto,1/2018
Valencia/València,2,13,2,708,0,4,7,2018,Moto,2/2018
Valencia/València,3,15,2,814,0,5,8,2018,Moto,3/2018
Valencia/València,4,14,2,766,0,4,8,2018,Moto,4/2018
Valencia/València,5,16,2,883,0,5,9,2018,Moto,5/2018
Valencia/València,6,17,3,918,0,5,9,2018,Moto,6/2018
Valencia/València,7,16,2,857,0,5,9,2018,Moto,7/2018
Valencia/València,8,13,2,696,0,4,7,2018,Moto,8/2018
Valencia/València,9,9,1,516,0,3,5,2018,Moto,9/2018
Valencia/València,10,12,2,638,0,4,7,2018,Moto,10/2018
Valencia/València,11,12,2,625,0,4,6,2018,Moto,11/2018
Valencia/València,12,12,2,651,0,4,7,2018,Moto,12/2018
Valladolid,1,1,0,84,0,0,2,2018,Moto,1/2018
Valladolid,2,1,0,89,0,0,2,2018,Moto,2/2018
Valladolid,3,1,0,102,0,1,2,2018,Moto,3/2018
Valladolid,4,1,0,96,0,1,2,2018,Moto,4/2018
Valladolid,5,1,0,111,0,1,2,2018,Moto,5/2018
Valladolid,6,1,0,115,0,1,2,2018,Moto,6/2018
Valladolid,7,1,0,107,0,1,2,2018,Moto,7/2018
Valladolid,8,1,0,87,0,0,2,2018,Moto,8/2018
Valladolid,9,0,0,65,0,0,1,2018,Moto,9/2018
Valladolid,10,1,0,80,0,0,1,2018,Moto,10/2018
Valladolid,11,1,0,78,0,0,1,2018,Moto,11/2018
Valladolid,12,1,0,82,0,0,1,2018,Moto,12/2018
Bizkaia,1,1,0,154,0,1,1,2018,Moto,1/2018
Bizkaia,2,1,0,164,0,1,1,2018,Moto,2/2018
Bizkaia,3,1,0,188,0,1,1,2018,Moto,3/2018
Bizkaia,4,1,0,177,0,1,1,2018,Moto,4/2018
Bizkaia,5,1,0,204,0,1,1,2018,Moto,5/2018
Bizkaia,6,1,0,212,0,1,1,2018,Moto,6/2018
Bizkaia,7,1,0,198,0,1,1,2018,Moto,7/2018
Bizkaia,8,1,0,161,0,1,1,2018,Moto,8/2018
Bizkaia,9,1,0,119,0,1,1,2018,Moto,9/2018
Bizkaia,10,1,0,147,0,1,1,2018,Moto,10/2018
Bizkaia,11,1,0,144,0,1,1,2018,Moto,11/2018
Bizkaia,12,1,0,150,0,1,1,2018,Moto,12/2018
Zamora,1,0,0,15,0,0,0,2018,Moto,1/2018
Zamora,2,0,0,16,0,0,0,2018,Moto,2/2018
Zamora,3,0,0,18,0,0,0,2018,Moto,3/2018
Zamora,4,0,0,17,0,0,0,2018,Moto,4/2018
Zamora,5,0,0,20,0,0,0,2018,Moto,5/2018
Zamora,6,0,0,20,0,0,0,2018,Moto,6/2018
Zamora,7,0,0,19,0,0,0,2018,Moto,7/2018
Zamora,8,0,0,15,0,0,0,2018,Moto,8/2018
Zamora,9,0,0,11,0,0,0,2018,Moto,9/2018
Zamora,10,0,0,14,0,0,0,2018,Moto,10/2018
Zamora,11,0,0,14,0,0,0,2018,Moto,11/2018
Zamora,12,0,0,14,0,0,0,2018,Moto,12/2018
Zaragoza,1,2,0,194,0,1,1,2018,Moto,1/2018
Zaragoza,2,2,0,206,0,1,1,2018,Moto,2/2018
Zaragoza,3,2,0,236,0,1,2,2018,Moto,3/2018
Zaragoza,4,2,0,223,0,1,2,2018,Moto,4/2018
Zaragoza,5,2,0,257,0,1,2,2018,Moto,5/2018
Zaragoza,6,2,0,267,0,1,2,2018,Moto,6/2018
Zaragoza,7,2,0,249,0,1,2,2018,Moto,7/2018
Zaragoza,8,2,0,202,0,1,1,2018,Moto,8/2018
Zaragoza,9,1,0,150,0,1,1,2018,Moto,9/2018
Zaragoza,10,2,0,185,0,1,1,2018,Moto,10/2018
Zaragoza,11,2,0,182,0,1,1,2018,Moto,11/2018
Zaragoza,12,2,0,189,0,1,1,2018,Moto,12/2018
Ceuta,1,0,0,57,0,0,0,2018,Moto,1/2018
Ceuta,2,0,0,60,0,0,0,2018,Moto,2/2018
Ceuta,3,0,0,69,0,0,0,2018,Moto,3/2018
Ceuta,4,0,0,65,0,0,0,2018,Moto,4/2018
Ceuta,5,0,0,75,0,0,0,2018,Moto,5/2018
Ceuta,6,0,0,78,0,0,0,2018,Moto,6/2018
Ceuta,7,0,0,73,0,0,0,2018,Moto,7/2018
Ceuta,8,0,0,59,0,0,0,2018,Moto,8/2018
Ceuta,9,0,0,44,0,0,0,2018,Moto,9/2018
Ceuta,10,0,0,54,0,0,0,2018,Moto,10/2018
Ceuta,11,0,0,53,0,0,0,2018,Moto,11/2018
Ceuta,12,0,0,55,0,0,0,2018,Moto,12/2018
Melilla,1,0,0,32,0,0,0,2018,Moto,1/2018
Melilla,2,0,0,34,0,0,0,2018,Moto,2/2018
Melilla,3,0,0,39,0,0,0,2018,Moto,3/2018
Melilla,4,0,0,37,0,0,0,2018,Moto,4/2018
Melilla,5,0,0,42,0,0,0,2018,Moto,5/2018
Melilla,6,0,0,44,0,0,0,2018,Moto,6/2018
Melilla,7,0,0,41,0,0,0,2018,Moto,7/2018
Melilla,8,0,0,33,0,0,0,2018,Moto,8/2018
Melilla,9,0,0,25,0,0,0,2018,Moto,9/2018
Melilla,10,0,0,31,0,0,0,2018,Moto,10/2018
Melilla,11,0,0,30,0,0,0,2018,Moto,11/2018
Melilla,12,0,0,31,0,0,0,2018,Moto,12/2018
Total,nan,3557,395,158573,57,727,1674,2018,Moto,nan/2018
Araba/Álava,1,0,0,38,0,0,1,2019,Moto,1/2019
Araba/Álava,2,0,0,39,0,0,1,2019,Moto,2/2019
Araba/Álava,3,0,0,48,0,0,1,2019,Moto,3/2019
Araba/Álava,4,0,0,47,0,0,1,2019,Moto,4/2019
Araba/Álava,5,0,0,50,0,0,1,2019,Moto,5/2019
Araba/Álava,6,0,0,51,0,0,2,2019,Moto,6/2019
Araba/Álava,7,0,0,48,0,0,1,2019,Moto,7/2019
Araba/Álava,8,0,0,31,0,0,1,2019,Moto,8/2019
Araba/Álava,9,0,0,34,0,0,1,2019,Moto,9/2019
Araba/Álava,10,0,0,40,0,0,1,2019,Moto,10/2019
Araba/Álava,11,0,0,38,0,0,1,2019,Moto,11/2019
Araba/Álava,12,0,0,40,0,0,1,2019,Moto,12/2019
Albacete,1,0,0,70,0,1,1,2019,Moto,1/2019
Albacete,2,0,0,74,0,1,1,2019,Moto,2/2019
Albacete,3,0,0,90,0,1,1,2019,Moto,3/2019
Albacete,4,0,0,88,0,1,1,2019,Moto,4/2019
Albacete,5,0,0,94,0,1,1,2019,Moto,5/2019
Albacete,6,0,0,96,0,1,2,2019,Moto,6/2019
Albacete,7,0,0,89,0,1,1,2019,Moto,7/2019
Albacete,8,0,0,59,0,1,1,2019,Moto,8/2019
Albacete,9,0,0,64,0,1,1,2019,Moto,9/2019
Albacete,10,0,0,75,0,1,1,2019,Moto,10/2019
Albacete,11,0,0,72,0,1,1,2019,Moto,11/2019
Albacete,12,0,0,75,0,1,1,2019,Moto,12/2019
Alicante/Alacant,1,3,1,547,0,21,6,2019,Moto,1/2019
Alicante/Alacant,2,3,1,572,0,21,6,2019,Moto,2/2019
Alicante/Alacant,3,4,1,697,0,26,8,2019,Moto,3/2019
Alicante/Alacant,4,4,1,682,0,26,8,2019,Moto,4/2019
Alicante/Alacant,5,4,1,729,0,27,8,2019,Moto,5/2019
Alicante/Alacant,6,4,1,742,0,28,8,2019,Moto,6/2019
Alicante/Alacant,7,4,1,694,0,26,8,2019,Moto,7/2019
Alicante/Alacant,8,3,1,456,0,17,5,2019,Moto,8/2019
Alicante/Alacant,9,3,1,496,0,19,5,2019,Moto,9/2019
Alicante/Alacant,10,3,1,585,0,22,6,2019,Moto,10/2019
Alicante/Alacant,11,3,1,556,0,21,6,2019,Moto,11/2019
Alicante/Alacant,12,3,1,585,0,22,6,2019,Moto,12/2019
Almería,1,0,0,128,0,4,2,2019,Moto,1/2019
Almería,2,0,0,133,0,4,2,2019,Moto,2/2019
Almería,3,0,0,163,0,5,3,2019,Moto,3/2019
Almería,4,0,0,159,0,5,3,2019,Moto,4/2019
Almería,5,0,0,170,0,5,3,2019,Moto,5/2019
Almería,6,0,0,173,0,5,3,2019,Moto,6/2019
Almería,7,0,0,162,0,5,3,2019,Moto,7/2019
Almería,8,0,0,107,0,3,2,2019,Moto,8/2019
Almería,9,0,0,116,0,4,2,2019,Moto,9/2019
Almería,10,0,0,137,0,4,2,2019,Moto,10/2019
Almería,11,0,0,130,0,4,2,2019,Moto,11/2019
Almería,12,0,0,137,0,4,2,2019,Moto,12/2019
Ávila,1,0,0,7,0,1,0,2019,Moto,1/2019
Ávila,2,0,0,7,0,1,0,2019,Moto,2/2019
Ávila,3,0,0,9,0,1,0,2019,Moto,3/2019
Ávila,4,0,0,9,0,1,0,2019,Moto,4/2019
Ávila,5,0,0,9,0,1,0,2019,Moto,5/2019
Ávila,6,0,0,9,0,1,0,2019,Moto,6/2019
Ávila,7,0,0,9,0,1,0,2019,Moto,7/2019
Ávila,8,0,0,6,0,0,0,2019,Moto,8/2019
Ávila,9,0,0,6,0,1,0,2019,Moto,9/2019
Ávila,10,0,0,7,0,1,0,2019,Moto,10/2019
Ávila,11,0,0,7,0,1,0,2019,Moto,11/2019
Ávila,12,0,0,7,0,1,0,2019,Moto,12/2019
Badajoz,1,0,0,89,0,1,1,2019,Moto,1/2019
Badajoz,2,0,0,93,0,1,1,2019,Moto,2/2019
Badajoz,3,0,0,113,0,1,1,2019,Moto,3/2019
Badajoz,4,0,0,111,0,1,1,2019,Moto,4/2019
Badajoz,5,0,0,118,0,1,1,2019,Moto,5/2019
Badajoz,6,0,0,120,0,1,1,2019,Moto,6/2019
Badajoz,7,0,0,113,0,1,1,2019,Moto,7/2019
Badajoz,8,0,0,74,0,1,1,2019,Moto,8/2019
Badajoz,9,0,0,80,0,1,1,2019,Moto,9/2019
Badajoz,10,0,0,95,0,1,1,2019,Moto,10/2019
Badajoz,11,0,0,90,0,1,1,2019,Moto,11/2019
Badajoz,12,0,0,95,0,1,1,2019,Moto,12/2019
Balears (Illes),1,8,1,439,0,9,6,2019,Moto,1/2019
Balears (Illes),2,9,1,458,0,9,6,2019,Moto,2/2019
Balears (Illes),3,11,1,559,0,11,7,2019,Moto,3/2019
Balears (Illes),4,10,1,547,0,11,7,2019,Moto,4/2019
Balears (Illes),5,11,1,584,0,12,8,2019,Moto,5/2019
Balears (Illes),6,11,1,595,0,12,8,2019,Moto,6/2019
Balears (Illes),7,11,1,557,0,11,7,2019,Moto,7/2019
Balears (Illes),8,7,1,366,0,8,5,2019,Moto,8/2019
Balears (Illes),9,8,1,398,0,8,5,2019,Moto,9/2019
Balears (Illes),10,9,1,469,0,10,6,2019,Moto,10/2019
Balears (Illes),11,9,1,446,0,9,6,2019,Moto,11/2019
Balears (Illes),12,9,1,469,0,10,6,2019,Moto,12/2019
Barcelona,1,35,1,2699,2,11,22,2019,Moto,1/2019
Barcelona,2,36,1,2818,2,11,22,2019,Moto,2/2019
Barcelona,3,44,2,3438,2,14,27,2019,Moto,3/2019
Barcelona,4,43,1,3365,2,13,27,2019,Moto,4/2019
Barcelona,5,46,2,3593,2,14,29,2019,Moto,5/2019
Barcelona,6,47,2,3659,2,15,29,2019,Moto,6/2019
Barcelona,7,44,2,3423,2,14,27,2019,Moto,7/2019
Barcelona,8,29,1,2249,1,9,18,2019,Moto,8/2019
Barcelona,9,31,1,2445,1,10,20,2019,Moto,9/2019
Barcelona,10,37,1,2887,2,12,23,2019,Moto,10/2019
